2.2247 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
159.7952 	EXP 	window1: recordFrameIntervals = False
159.7967 	DATA 	Keypress: right
159.8092 	EXP 	fixation: autoDraw = False
159.8092 	EXP 	grating: autoDraw = False
159.8095 	EXP 	window1: recordFrameIntervals = False
160.8086 	EXP 	fixation: autoDraw = True
161.8080 	EXP 	fixation: autoDraw = False
161.8080 	EXP 	grating: autoDraw = True
161.8080 	EXP 	grating: tex = 'sin'
162.1079 	EXP 	grating: autoDraw = False
162.2271 	EXP 	window1: recordFrameIntervals = False
162.2285 	DATA 	Keypress: right
162.2413 	EXP 	fixation: autoDraw = False
162.2413 	EXP 	grating: autoDraw = False
162.2416 	EXP 	window1: recordFrameIntervals = False
163.2406 	EXP 	fixation: autoDraw = True
164.2399 	EXP 	fixation: autoDraw = False
164.2399 	EXP 	grating: autoDraw = True
164.2399 	EXP 	grating: tex = 'sin'
164.5398 	EXP 	grating: autoDraw = False
164.5768 	EXP 	window1: recordFrameIntervals = False
164.5789 	DATA 	Keypress: right
164.5898 	EXP 	fixation: autoDraw = False
164.5898 	EXP 	grating: autoDraw = False
164.5901 	EXP 	window1: recordFrameIntervals = False
165.5890 	EXP 	fixation: autoDraw = True
166.5887 	EXP 	fixation: autoDraw = False
166.5887 	EXP 	grating: autoDraw = True
166.5887 	EXP 	grating: tex = 'sin'
166.8886 	EXP 	grating: autoDraw = False
167.1579 	EXP 	window1: recordFrameIntervals = False
167.1594 	DATA 	Keypress: right
167.1716 	EXP 	fixation: autoDraw = False
167.1716 	EXP 	grating: autoDraw = False
167.1719 	EXP 	window1: recordFrameIntervals = False
168.1709 	EXP 	fixation: autoDraw = True
169.1705 	EXP 	fixation: autoDraw = False
169.1705 	EXP 	grating: autoDraw = True
169.1705 	EXP 	grating: tex = 'sin'
169.4708 	EXP 	grating: autoDraw = False
169.6898 	EXP 	window1: recordFrameIntervals = False
169.6912 	DATA 	Keypress: right
169.7036 	EXP 	fixation: autoDraw = False
169.7036 	EXP 	grating: autoDraw = False
169.7039 	EXP 	window1: recordFrameIntervals = False
170.7028 	EXP 	fixation: autoDraw = True
171.7025 	EXP 	fixation: autoDraw = False
171.7025 	EXP 	grating: autoDraw = True
171.7025 	EXP 	grating: tex = 'sin'
172.0023 	EXP 	grating: autoDraw = False
172.0882 	EXP 	window1: recordFrameIntervals = False
172.0896 	DATA 	Keypress: right
172.1022 	EXP 	fixation: autoDraw = False
172.1022 	EXP 	grating: autoDraw = False
172.1025 	EXP 	window1: recordFrameIntervals = False
173.1017 	EXP 	fixation: autoDraw = True
174.1011 	EXP 	fixation: autoDraw = False
174.1011 	EXP 	grating: autoDraw = True
174.1011 	EXP 	grating: tex = 'sin'
174.4010 	EXP 	grating: autoDraw = False
176.4026 	EXP 	window1: recordFrameIntervals = False
176.4044 	DATA 	Keypress: right
176.4166 	EXP 	fixation: autoDraw = False
176.4166 	EXP 	grating: autoDraw = False
176.4169 	EXP 	window1: recordFrameIntervals = False
177.4158 	EXP 	fixation: autoDraw = True
178.4154 	EXP 	fixation: autoDraw = False
178.4154 	EXP 	grating: autoDraw = True
178.4154 	EXP 	grating: tex = 'sin'
178.7153 	EXP 	grating: autoDraw = False
178.7679 	EXP 	window1: recordFrameIntervals = False
178.7694 	DATA 	Keypress: right
178.7819 	EXP 	fixation: autoDraw = False
178.7819 	EXP 	grating: autoDraw = False
178.7822 	EXP 	window1: recordFrameIntervals = False
179.7812 	EXP 	fixation: autoDraw = True
180.7807 	EXP 	fixation: autoDraw = False
180.7807 	EXP 	grating: autoDraw = True
180.7807 	EXP 	grating: tex = 'sin'
181.0806 	EXP 	grating: autoDraw = False
181.1171 	EXP 	window1: recordFrameIntervals = False
181.1187 	DATA 	Keypress: right
181.1306 	EXP 	fixation: autoDraw = False
181.1306 	EXP 	grating: autoDraw = False
181.1308 	EXP 	window1: recordFrameIntervals = False
182.1300 	EXP 	fixation: autoDraw = True
183.1295 	EXP 	fixation: autoDraw = False
183.1295 	EXP 	grating: autoDraw = True
183.1295 	EXP 	grating: tex = 'sin'
183.4292 	EXP 	grating: autoDraw = False
183.5481 	DATA 	Keypress: left
183.5652 	EXP 	window1: recordFrameIntervals = False
183.5793 	EXP 	fixation: autoDraw = False
183.5793 	EXP 	grating: autoDraw = False
183.5795 	EXP 	window1: recordFrameIntervals = False
184.5785 	EXP 	fixation: autoDraw = True
185.5781 	EXP 	fixation: autoDraw = False
185.5781 	EXP 	grating: autoDraw = True
185.5781 	EXP 	grating: tex = 'sin'
185.8780 	EXP 	grating: autoDraw = False
185.9807 	EXP 	window1: recordFrameIntervals = False
185.9821 	DATA 	Keypress: right
185.9946 	EXP 	fixation: autoDraw = False
185.9946 	EXP 	grating: autoDraw = False
185.9948 	EXP 	window1: recordFrameIntervals = False
186.9940 	EXP 	fixation: autoDraw = True
187.9935 	EXP 	fixation: autoDraw = False
187.9935 	EXP 	grating: autoDraw = True
187.9935 	EXP 	grating: tex = 'sin'
188.2932 	EXP 	grating: autoDraw = False
188.4124 	EXP 	window1: recordFrameIntervals = False
188.4138 	DATA 	Keypress: left
188.4266 	EXP 	fixation: autoDraw = False
188.4266 	EXP 	grating: autoDraw = False
188.4268 	EXP 	window1: recordFrameIntervals = False
189.4257 	EXP 	fixation: autoDraw = True
190.4258 	EXP 	fixation: autoDraw = False
190.4258 	EXP 	grating: autoDraw = True
190.4258 	EXP 	grating: tex = 'sin'
190.7254 	EXP 	grating: autoDraw = False
190.8614 	EXP 	window1: recordFrameIntervals = False
190.8629 	DATA 	Keypress: left
190.8752 	EXP 	fixation: autoDraw = False
190.8752 	EXP 	grating: autoDraw = False
190.8756 	EXP 	window1: recordFrameIntervals = False
191.8746 	EXP 	fixation: autoDraw = True
192.8745 	EXP 	fixation: autoDraw = False
192.8745 	EXP 	grating: autoDraw = True
192.8745 	EXP 	grating: tex = 'sin'
193.1739 	EXP 	grating: autoDraw = False
193.2765 	EXP 	window1: recordFrameIntervals = False
193.2780 	DATA 	Keypress: right
193.2905 	EXP 	fixation: autoDraw = False
193.2905 	EXP 	grating: autoDraw = False
193.2909 	EXP 	window1: recordFrameIntervals = False
194.2899 	EXP 	fixation: autoDraw = True
195.2898 	EXP 	fixation: autoDraw = False
195.2898 	EXP 	grating: autoDraw = True
195.2898 	EXP 	grating: tex = 'sin'
195.5892 	EXP 	grating: autoDraw = False
195.7249 	EXP 	window1: recordFrameIntervals = False
195.7264 	DATA 	Keypress: right
195.7391 	EXP 	fixation: autoDraw = False
195.7391 	EXP 	grating: autoDraw = False
195.7394 	EXP 	window1: recordFrameIntervals = False
196.5096 	DATA 	Keypress: left
196.7383 	EXP 	fixation: autoDraw = True
197.7385 	EXP 	fixation: autoDraw = False
197.7385 	EXP 	grating: autoDraw = True
197.7385 	EXP 	grating: tex = 'sin'
198.0379 	EXP 	grating: autoDraw = False
198.1235 	EXP 	window1: recordFrameIntervals = False
198.1248 	DATA 	Keypress: left
198.1377 	EXP 	fixation: autoDraw = False
198.1377 	EXP 	grating: autoDraw = False
198.1380 	EXP 	window1: recordFrameIntervals = False
199.1371 	EXP 	fixation: autoDraw = True
200.1368 	EXP 	fixation: autoDraw = False
200.1368 	EXP 	grating: autoDraw = True
200.1368 	EXP 	grating: tex = 'sin'
200.4364 	EXP 	grating: autoDraw = False
200.5556 	EXP 	window1: recordFrameIntervals = False
200.5571 	DATA 	Keypress: right
200.5697 	EXP 	fixation: autoDraw = False
200.5697 	EXP 	grating: autoDraw = False
200.5700 	EXP 	window1: recordFrameIntervals = False
201.5691 	EXP 	fixation: autoDraw = True
202.5688 	EXP 	fixation: autoDraw = False
202.5688 	EXP 	grating: autoDraw = True
202.5688 	EXP 	grating: tex = 'sin'
202.8685 	EXP 	grating: autoDraw = False
202.9382 	EXP 	window1: recordFrameIntervals = False
202.9410 	DATA 	Keypress: left
202.9517 	EXP 	fixation: autoDraw = False
202.9517 	EXP 	grating: autoDraw = False
202.9520 	EXP 	window1: recordFrameIntervals = False
203.9511 	EXP 	fixation: autoDraw = True
204.9507 	EXP 	fixation: autoDraw = False
204.9507 	EXP 	grating: autoDraw = True
204.9507 	EXP 	grating: tex = 'sin'
205.2506 	EXP 	grating: autoDraw = False
205.3696 	EXP 	window1: recordFrameIntervals = False
205.3714 	DATA 	Keypress: left
205.3837 	EXP 	fixation: autoDraw = False
205.3837 	EXP 	grating: autoDraw = False
205.3839 	EXP 	window1: recordFrameIntervals = False
206.3835 	EXP 	fixation: autoDraw = True
207.3826 	EXP 	fixation: autoDraw = False
207.3826 	EXP 	grating: autoDraw = True
207.3826 	EXP 	grating: tex = 'sin'
207.6824 	EXP 	grating: autoDraw = False
207.8182 	EXP 	window1: recordFrameIntervals = False
207.8196 	DATA 	Keypress: left
207.8324 	EXP 	fixation: autoDraw = False
207.8324 	EXP 	grating: autoDraw = False
207.8327 	EXP 	window1: recordFrameIntervals = False
208.8318 	EXP 	fixation: autoDraw = True
209.8313 	EXP 	fixation: autoDraw = False
209.8313 	EXP 	grating: autoDraw = True
209.8313 	EXP 	grating: tex = 'sin'
210.1311 	EXP 	grating: autoDraw = False
210.2003 	EXP 	window1: recordFrameIntervals = False
210.2018 	DATA 	Keypress: right
210.2143 	EXP 	fixation: autoDraw = False
210.2143 	EXP 	grating: autoDraw = False
210.2146 	EXP 	window1: recordFrameIntervals = False
211.2139 	EXP 	fixation: autoDraw = True
212.2133 	EXP 	fixation: autoDraw = False
212.2133 	EXP 	grating: autoDraw = True
212.2133 	EXP 	grating: tex = 'sin'
212.5130 	EXP 	grating: autoDraw = False
212.6320 	EXP 	window1: recordFrameIntervals = False
212.6334 	DATA 	Keypress: right
212.6464 	EXP 	fixation: autoDraw = False
212.6464 	EXP 	grating: autoDraw = False
212.6466 	EXP 	window1: recordFrameIntervals = False
213.6458 	EXP 	fixation: autoDraw = True
214.6453 	EXP 	fixation: autoDraw = False
214.6453 	EXP 	grating: autoDraw = True
214.6453 	EXP 	grating: tex = 'sin'
214.9451 	EXP 	grating: autoDraw = False
215.0976 	EXP 	window1: recordFrameIntervals = False
215.0992 	DATA 	Keypress: right
215.1119 	EXP 	fixation: autoDraw = False
215.1119 	EXP 	grating: autoDraw = False
215.1121 	EXP 	window1: recordFrameIntervals = False
216.1109 	EXP 	fixation: autoDraw = True
217.1106 	EXP 	fixation: autoDraw = False
217.1106 	EXP 	grating: autoDraw = True
217.1106 	EXP 	grating: tex = 'sin'
217.4107 	EXP 	grating: autoDraw = False
217.4971 	EXP 	window1: recordFrameIntervals = False
217.4986 	DATA 	Keypress: right
217.5103 	EXP 	fixation: autoDraw = False
217.5103 	EXP 	grating: autoDraw = False
217.5105 	EXP 	window1: recordFrameIntervals = False
218.5098 	EXP 	fixation: autoDraw = True
219.5093 	EXP 	fixation: autoDraw = False
219.5093 	EXP 	grating: autoDraw = True
219.5093 	EXP 	grating: tex = 'sin'
219.8095 	EXP 	grating: autoDraw = False
219.8786 	EXP 	window1: recordFrameIntervals = False
219.8801 	DATA 	Keypress: right
219.8923 	EXP 	fixation: autoDraw = False
219.8923 	EXP 	grating: autoDraw = False
219.8926 	EXP 	window1: recordFrameIntervals = False
220.8918 	EXP 	fixation: autoDraw = True
221.8913 	EXP 	fixation: autoDraw = False
221.8913 	EXP 	grating: autoDraw = True
221.8913 	EXP 	grating: tex = 'sin'
222.1912 	EXP 	grating: autoDraw = False
222.2104 	EXP 	window1: recordFrameIntervals = False
222.2119 	DATA 	Keypress: right
222.2243 	EXP 	fixation: autoDraw = False
222.2243 	EXP 	grating: autoDraw = False
222.2245 	EXP 	window1: recordFrameIntervals = False
223.2237 	EXP 	fixation: autoDraw = True
224.2236 	EXP 	fixation: autoDraw = False
224.2236 	EXP 	grating: autoDraw = True
224.2236 	EXP 	grating: tex = 'sin'
224.5234 	EXP 	grating: autoDraw = False
224.8254 	EXP 	window1: recordFrameIntervals = False
224.8269 	DATA 	Keypress: right
224.8396 	EXP 	fixation: autoDraw = False
224.8396 	EXP 	grating: autoDraw = False
224.8398 	EXP 	window1: recordFrameIntervals = False
225.8389 	EXP 	fixation: autoDraw = True
226.8385 	EXP 	fixation: autoDraw = False
226.8385 	EXP 	grating: autoDraw = True
226.8385 	EXP 	grating: tex = 'sin'
227.1383 	EXP 	grating: autoDraw = False
227.1909 	DATA 	Keypress: left
227.2073 	EXP 	window1: recordFrameIntervals = False
227.2217 	EXP 	fixation: autoDraw = False
227.2217 	EXP 	grating: autoDraw = False
227.2219 	EXP 	window1: recordFrameIntervals = False
228.2208 	EXP 	fixation: autoDraw = True
229.2207 	EXP 	fixation: autoDraw = False
229.2207 	EXP 	grating: autoDraw = True
229.2207 	EXP 	grating: tex = 'sin'
229.5202 	EXP 	grating: autoDraw = False
229.7227 	EXP 	window1: recordFrameIntervals = False
229.7243 	DATA 	Keypress: left
229.7369 	EXP 	fixation: autoDraw = False
229.7369 	EXP 	grating: autoDraw = False
229.7372 	EXP 	window1: recordFrameIntervals = False
230.7362 	EXP 	fixation: autoDraw = True
231.7357 	EXP 	fixation: autoDraw = False
231.7357 	EXP 	grating: autoDraw = True
231.7357 	EXP 	grating: tex = 'sin'
232.0362 	EXP 	grating: autoDraw = False
232.0715 	EXP 	window1: recordFrameIntervals = False
232.0728 	DATA 	Keypress: right
232.0856 	EXP 	fixation: autoDraw = False
232.0856 	EXP 	grating: autoDraw = False
232.0859 	EXP 	window1: recordFrameIntervals = False
233.0849 	EXP 	fixation: autoDraw = True
234.0844 	EXP 	fixation: autoDraw = False
234.0844 	EXP 	grating: autoDraw = True
234.0844 	EXP 	grating: tex = 'sin'
234.3843 	EXP 	grating: autoDraw = False
234.5204 	EXP 	window1: recordFrameIntervals = False
234.5219 	DATA 	Keypress: right
234.5342 	EXP 	fixation: autoDraw = False
234.5342 	EXP 	grating: autoDraw = False
234.5344 	EXP 	window1: recordFrameIntervals = False
235.5336 	EXP 	fixation: autoDraw = True
236.5331 	EXP 	fixation: autoDraw = False
236.5331 	EXP 	grating: autoDraw = True
236.5331 	EXP 	grating: tex = 'sin'
236.8330 	EXP 	grating: autoDraw = False
236.9185 	EXP 	window1: recordFrameIntervals = False
236.9200 	DATA 	Keypress: left
236.9328 	EXP 	fixation: autoDraw = False
236.9328 	EXP 	grating: autoDraw = False
236.9331 	EXP 	window1: recordFrameIntervals = False
237.9323 	EXP 	fixation: autoDraw = True
238.9317 	EXP 	fixation: autoDraw = False
238.9317 	EXP 	grating: autoDraw = True
238.9317 	EXP 	grating: tex = 'sin'
239.2315 	EXP 	grating: autoDraw = False
239.3182 	EXP 	window1: recordFrameIntervals = False
239.3197 	DATA 	Keypress: left
239.3315 	EXP 	fixation: autoDraw = False
239.3315 	EXP 	grating: autoDraw = False
239.3318 	EXP 	window1: recordFrameIntervals = False
240.3314 	EXP 	fixation: autoDraw = True
241.3304 	EXP 	grating: autoDraw = True
241.3304 	EXP 	grating: tex = 'sin'
241.3471 	EXP 	fixation: autoDraw = False
241.6302 	EXP 	grating: autoDraw = False
241.7329 	EXP 	window1: recordFrameIntervals = False
241.7343 	DATA 	Keypress: left
241.7469 	EXP 	fixation: autoDraw = False
241.7469 	EXP 	grating: autoDraw = False
241.7472 	EXP 	window1: recordFrameIntervals = False
242.7461 	EXP 	fixation: autoDraw = True
243.7457 	EXP 	fixation: autoDraw = False
243.7457 	EXP 	grating: autoDraw = True
243.7457 	EXP 	grating: tex = 'sin'
244.0455 	EXP 	grating: autoDraw = False
244.1145 	DATA 	Keypress: left
244.1312 	EXP 	window1: recordFrameIntervals = False
244.1456 	EXP 	fixation: autoDraw = False
244.1456 	EXP 	grating: autoDraw = False
244.1458 	EXP 	window1: recordFrameIntervals = False
245.1455 	EXP 	fixation: autoDraw = True
246.1444 	EXP 	fixation: autoDraw = False
246.1444 	EXP 	grating: autoDraw = True
246.1444 	EXP 	grating: tex = 'sin'
246.4444 	EXP 	grating: autoDraw = False
246.5306 	DATA 	Keypress: left
246.5465 	EXP 	window1: recordFrameIntervals = False
246.5608 	EXP 	fixation: autoDraw = False
246.5608 	EXP 	grating: autoDraw = False
246.5611 	EXP 	window1: recordFrameIntervals = False
247.5602 	EXP 	fixation: autoDraw = True
248.5597 	EXP 	fixation: autoDraw = False
248.5597 	EXP 	grating: autoDraw = True
248.5597 	EXP 	grating: tex = 'sin'
248.8597 	EXP 	grating: autoDraw = False
248.8957 	DATA 	Keypress: right
248.9121 	EXP 	window1: recordFrameIntervals = False
248.9262 	EXP 	fixation: autoDraw = False
248.9262 	EXP 	grating: autoDraw = False
248.9266 	EXP 	window1: recordFrameIntervals = False
249.9257 	EXP 	fixation: autoDraw = True
250.9251 	EXP 	fixation: autoDraw = False
250.9251 	EXP 	grating: autoDraw = True
250.9251 	EXP 	grating: tex = 'sin'
251.2253 	EXP 	grating: autoDraw = False
251.4956 	EXP 	window1: recordFrameIntervals = False
251.4971 	DATA 	Keypress: left
251.5081 	EXP 	fixation: autoDraw = False
251.5081 	EXP 	grating: autoDraw = False
251.5083 	EXP 	window1: recordFrameIntervals = False
252.5075 	EXP 	fixation: autoDraw = True
253.5070 	EXP 	fixation: autoDraw = False
253.5070 	EXP 	grating: autoDraw = True
253.5070 	EXP 	grating: tex = 'sin'
253.8068 	EXP 	grating: autoDraw = False
253.8760 	EXP 	window1: recordFrameIntervals = False
253.8776 	DATA 	Keypress: right
253.8906 	EXP 	fixation: autoDraw = False
253.8906 	EXP 	grating: autoDraw = False
253.8908 	EXP 	window1: recordFrameIntervals = False
254.8896 	EXP 	fixation: autoDraw = True
255.8890 	EXP 	fixation: autoDraw = False
255.8890 	EXP 	grating: autoDraw = True
255.8890 	EXP 	grating: tex = 'sin'
256.1892 	EXP 	grating: autoDraw = False
256.2415 	EXP 	window1: recordFrameIntervals = False
256.2429 	DATA 	Keypress: left
256.2554 	EXP 	fixation: autoDraw = False
256.2554 	EXP 	grating: autoDraw = False
256.2557 	EXP 	window1: recordFrameIntervals = False
257.2548 	EXP 	fixation: autoDraw = True
258.2544 	EXP 	fixation: autoDraw = False
258.2544 	EXP 	grating: autoDraw = True
258.2544 	EXP 	grating: tex = 'sin'
258.5546 	EXP 	grating: autoDraw = False
258.7066 	EXP 	window1: recordFrameIntervals = False
258.7080 	DATA 	Keypress: left
258.7208 	EXP 	fixation: autoDraw = False
258.7208 	EXP 	grating: autoDraw = False
258.7213 	EXP 	window1: recordFrameIntervals = False
259.7200 	EXP 	fixation: autoDraw = True
260.7196 	EXP 	fixation: autoDraw = False
260.7196 	EXP 	grating: autoDraw = True
260.7196 	EXP 	grating: tex = 'sin'
261.0200 	EXP 	grating: autoDraw = False
261.3058 	EXP 	window1: recordFrameIntervals = False
261.3072 	DATA 	Keypress: left
261.3193 	EXP 	fixation: autoDraw = False
261.3193 	EXP 	grating: autoDraw = False
261.3195 	EXP 	window1: recordFrameIntervals = False
262.3187 	EXP 	fixation: autoDraw = True
263.3183 	EXP 	fixation: autoDraw = False
263.3183 	EXP 	grating: autoDraw = True
263.3183 	EXP 	grating: tex = 'sin'
263.6180 	EXP 	grating: autoDraw = False
265.0700 	EXP 	window1: recordFrameIntervals = False
265.0715 	DATA 	Keypress: left
265.0839 	EXP 	fixation: autoDraw = False
265.0839 	EXP 	grating: autoDraw = False
265.0842 	EXP 	window1: recordFrameIntervals = False
266.0830 	EXP 	fixation: autoDraw = True
267.0828 	EXP 	fixation: autoDraw = False
267.0828 	EXP 	grating: autoDraw = True
267.0828 	EXP 	grating: tex = 'sin'
267.3826 	EXP 	grating: autoDraw = False
267.4350 	EXP 	window1: recordFrameIntervals = False
267.4366 	DATA 	Keypress: right
267.4491 	EXP 	fixation: autoDraw = False
267.4491 	EXP 	grating: autoDraw = False
267.4494 	EXP 	window1: recordFrameIntervals = False
268.4487 	EXP 	fixation: autoDraw = True
269.4481 	EXP 	fixation: autoDraw = False
269.4481 	EXP 	grating: autoDraw = True
269.4481 	EXP 	grating: tex = 'sin'
269.7481 	EXP 	grating: autoDraw = False
270.0503 	EXP 	window1: recordFrameIntervals = False
270.0518 	DATA 	Keypress: left
270.0644 	EXP 	fixation: autoDraw = False
270.0644 	EXP 	grating: autoDraw = False
270.0647 	EXP 	window1: recordFrameIntervals = False
271.0639 	EXP 	fixation: autoDraw = True
272.0633 	EXP 	fixation: autoDraw = False
272.0633 	EXP 	grating: autoDraw = True
272.0633 	EXP 	grating: tex = 'sin'
272.3631 	EXP 	grating: autoDraw = False
272.4655 	EXP 	window1: recordFrameIntervals = False
272.4669 	DATA 	Keypress: left
272.4797 	EXP 	fixation: autoDraw = False
272.4797 	EXP 	grating: autoDraw = False
272.4800 	EXP 	window1: recordFrameIntervals = False
273.4792 	EXP 	fixation: autoDraw = True
274.4787 	EXP 	fixation: autoDraw = False
274.4787 	EXP 	grating: autoDraw = True
274.4787 	EXP 	grating: tex = 'sin'
274.7785 	EXP 	grating: autoDraw = False
274.8976 	EXP 	window1: recordFrameIntervals = False
274.8991 	DATA 	Keypress: left
274.9117 	EXP 	fixation: autoDraw = False
274.9117 	EXP 	grating: autoDraw = False
274.9120 	EXP 	window1: recordFrameIntervals = False
275.9111 	EXP 	fixation: autoDraw = True
276.9107 	EXP 	fixation: autoDraw = False
276.9107 	EXP 	grating: autoDraw = True
276.9107 	EXP 	grating: tex = 'sin'
277.2104 	EXP 	grating: autoDraw = False
277.3303 	DATA 	Keypress: left
277.3606 	EXP 	fixation: autoDraw = False
277.3606 	EXP 	grating: autoDraw = False
277.5374 	EXP 	window1: mouseVisible = True
